,name,rating,department,feedback,school
818,Allison Rieser,2.8,Geography,,University of Hawaii at Manoa
819,Marc Lizama,1.5,Travel Industry,34%,University of Hawaii at Manoa
820,Keith Bettinger,4.0,Geography,,University of Hawaii at Manoa
821,Cristina Bacchilega,5.0,English,,University of Hawaii at Manoa
822,Makena Coffman,3.3,Urban Planning,,University of Hawaii at Manoa
823,Priyam Das,4.9,Urban Planning,100%,University of Hawaii at Manoa
824,Wendy Yamashita,0.0,Music,,University of Hawaii at Manoa
825,Skylar Powell,4.9,Business,,University of Hawaii at Manoa
826,Brian Bilsky,4.4,Women's Studies,,University of Hawaii at Manoa
827,Abbie Neves,0.0,Nursing,,University of Hawaii at Manoa
828,Adrianna Deise,5.0,Nursing,,University of Hawaii at Manoa
829,Dana Ing,0.0,Nursing,,University of Hawaii at Manoa
830,Jason Kumar,3.5,Physics,100%,University of Hawaii at Manoa
831,Laura Gershuni,5.0,Travel Industry,100%,University of Hawaii at Manoa
832,Virginia Bennett,2.6,Literature,,University of Hawaii at Manoa
833,Bobby Ramsey,3.5,Mathematics,,University of Hawaii at Manoa
834,Pavlina Lutfey,2.3,Music,,University of Hawaii at Manoa
835,Oh Kyoungwon,4.5,East Asian Lang. & Literature,,University of Hawaii at Manoa
836,Mary Walworth,4.8,Linguistics,,University of Hawaii at Manoa
837,Michele Hamada,5.0,Speech,,University of Hawaii at Manoa
838,Donald Blakely,0.0,Philosophy,,University of Hawaii at Manoa
839,Emilio Ganitano,0.0,Medicine,,University of Hawaii at Manoa
840,Meejeong Park,5.0,Korean,,University of Hawaii at Manoa
841,Soo-Jung Youn,0.0,English Language Institute,,University of Hawaii at Manoa
842,Matt Judd,2.7,Chemistry,,University of Hawaii at Manoa
843,Stephen Parrish,5.0,Chemistry,100%,University of Hawaii at Manoa
844,Frank Walton,3.5,Education,,University of Hawaii at Manoa
845,Eriza Bareng,5.0,American Studies,,University of Hawaii at Manoa
846,Helen Saar,0.0,Business,,University of Hawaii at Manoa
847,Luis Elias,3.0,Physics,,University of Hawaii at Manoa
848,Sang Gu Kang,0.0,Linguistics,,University of Hawaii at Manoa
849,Neil Frazer,1.7,Geology,0%,University of Hawaii at Manoa
850,Bobbi Carlson,3.5,Psychology,,University of Hawaii at Manoa
851,David McClain,2.9,Economics,50%,University of Hawaii at Manoa
852,Eusin Kim,0.0,Business,,University of Hawaii at Manoa
853,Carolyn Constantin,0.0,Nursing,,University of Hawaii at Manoa
854,Mehana Vaughn,3.8,Natural Resources,67%,University of Hawaii at Manoa
855,Prabath Silva,1.1,Mathematics,0%,University of Hawaii at Manoa
856,Marie Brown,3.9,English,50%,University of Hawaii at Manoa
857,Kazuo Sugihara,2.0,Computer Science,40%,University of Hawaii at Manoa
858,Achilles Beros,4.5,Mathematics,100%,University of Hawaii at Manoa
859,Jeffrey Lyons,3.9,Mathematics,89%,University of Hawaii at Manoa
860,Richard Pratt,5.0,Continuing Education,,University of Hawaii at Manoa
861,Kristie Matsuyama,3.8,Nursing,,University of Hawaii at Manoa
862,Michael Liu,4.3,Astronomy,0%,University of Hawaii at Manoa
863,Meng Zhao,0.0,Communication,,University of Hawaii at Manoa
864,Brian Cassity,0.0,History,,University of Hawaii at Manoa
865,Lisa Yanagi,4.0,Kinesiology,50%,University of Hawaii at Manoa
866,Brenden Burk,4.5,Sociology,,University of Hawaii at Manoa
867,Ina Sebastian,4.3,Business,,University of Hawaii at Manoa
868,Steven Gin,4.0,English,25%,University of Hawaii at Manoa
869,Michelle Koo,2.9,Speech,,University of Hawaii at Manoa
870,Berkelman Peter,3.0,Engineering,84%,University of Hawaii at Manoa
871,Botir Okhunjanov,2.3,Economics,0%,University of Hawaii at Manoa
872,Samantha Barnett,2.0,Political Science,0%,University of Hawaii at Manoa
873,Marta Gonzalez Lloret,3.6,Languages,100%,University of Hawaii at Manoa
874,Haidan Wang,2.3,East Asian Lang. & Literature,34%,University of Hawaii at Manoa
875,Summer Maunakea,5.0,Education,100%,University of Hawaii at Manoa
876,John Friend,4.5,Political Science,67%,University of Hawaii at Manoa
877,Wei Huang,3.5,Finance,67%,University of Hawaii at Manoa
878,Tyrone Sanga,3.7,Academy for Creative Media,67%,University of Hawaii at Manoa
879,Monica Dadlani,5.0,French,,University of Hawaii at Manoa
880,Nicole Rabin,4.5,English,,University of Hawaii at Manoa
881,Sharain Naylor,3.3,Political Science,,University of Hawaii at Manoa
882,Sven Vahsen,3.9,Physics,100%,University of Hawaii at Manoa
883,Linda Yamamoto,3.9,Fine Arts,67%,University of Hawaii at Manoa
884,Susan Wurtzburg,3.5,Sociology,20%,University of Hawaii at Manoa
885,Timothy Dubuc,0.0,Zoology,100%,University of Hawaii at Manoa
886,Austin Anderson,2.8,Mathematics,,University of Hawaii at Manoa
887,Lehua Ledbetter,0.0,English,,University of Hawaii at Manoa
888,M. Armstrong,1.0,Nursing,,University of Hawaii at Manoa
889,Nolan Kim,4.1,English,,University of Hawaii at Manoa
890,Heather Diamond,1.0,East Asian Studies,,University of Hawaii at Manoa
891,Heiko Wieland,5.0,Marketing,,University of Hawaii at Manoa
892,Carol McCann,0.0,Nursing,,University of Hawaii at Manoa
893,Shadia Habbal,3.7,Astronomy,,University of Hawaii at Manoa
894,Laurel Mei-Singh,4.8,Ethnic Studies,100%,University of Hawaii at Manoa
895,Jonathan Itokazu,4.0,Engineering,84%,University of Hawaii at Manoa
896,Rico Vicente,0.0,Mathematics,,University of Hawaii at Manoa
897,Frank Damas,2.9,Hawaiian,43%,University of Hawaii at Manoa
898,Lilikala Kameeleihiwa,4.5,Hawaiian Studies,100%,University of Hawaii at Manoa
899,Roderick Labrador,3.5,Ethnic Studies,58%,University of Hawaii at Manoa
900,Patrick Patterson,5.0,Asian Studies,100%,University of Hawaii at Manoa
901,Cody Anderson,0.0,Art History,,University of Hawaii at Manoa
902,Lucia Aranda,4.6,Spanish,88%,University of Hawaii at Manoa
903,Eirik Saethre,3.3,Anthropology,100%,University of Hawaii at Manoa
904,Pipel Heng,3.0,History,0%,University of Hawaii at Manoa
905,Brandy McDougall,4.7,American Studies,80%,University of Hawaii at Manoa
906,Cornelius Rubsamen,4.5,English,88%,University of Hawaii at Manoa
907,Tammy Baker,4.6,Hawaiian,50%,University of Hawaii at Manoa
908,Sarah Allen,4.5,English,100%,University of Hawaii at Manoa
909,Jackie Lindo,4.0,Economics,50%,University of Hawaii at Manoa
910,Debora Halbert,4.7,Political Science,100%,University of Hawaii at Manoa
911,Sachie Etherington,0.0,Biology,,University of Hawaii at Manoa
912,Aurora Saulo,1.0,Not Specified,,University of Hawaii at Manoa
913,Laura Corlew,4.9,Psychology,100%,University of Hawaii at Manoa
914,Haeree Park,2.8,Languages,,University of Hawaii at Manoa
915,Blane Benevedes,0.0,Hawaiian Studies,,University of Hawaii at Manoa
916,Erin Cozen,5.0,Pacific & Asian Studies,,University of Hawaii at Manoa
917,Ryan Shriver,5.0,Philosophy,,University of Hawaii at Manoa
918,Katherine Livins,2.9,Psychology,,University of Hawaii at Manoa
919,Mari Kita,3.6,Sociology,50%,University of Hawaii at Manoa
920,Ruth Pagell,1.5,Library Science,,University of Hawaii at Manoa
921,Thomas Carment,0.0,Accounting,,University of Hawaii at Manoa
922,Shinichiro Fukuda,5.0,Japanese,100%,University of Hawaii at Manoa
923,Jing Paul,4.8,Languages,,University of Hawaii at Manoa
924,Wendy Meguro,3.9,Architecture,0%,University of Hawaii at Manoa
925,Joanne Qina'au,2.5,Psychology,0%,University of Hawaii at Manoa
926,Kenneth Omolo,3.5,Chemistry,100%,University of Hawaii at Manoa
927,Alex Hittle,4.6,Finance,94%,University of Hawaii at Manoa
928,Scott Sinnett,4.1,Psychology,88%,University of Hawaii at Manoa
929,John Rosa,4.6,History,100%,University of Hawaii at Manoa
930,Njoroge Njoroge,4.2,American Studies,93%,University of Hawaii at Manoa
931,Sankaran Krishna,4.6,Political Science,100%,University of Hawaii at Manoa
932,Shanna Clinton,2.5,Anthropology,,University of Hawaii at Manoa
933,Yangrae Cho,0.0,Science,,University of Hawaii at Manoa
934,Laura Allen,0.0,Geography,,University of Hawaii at Manoa
935,Lawrence Seward,0.0,Fine Arts,,University of Hawaii at Manoa
936,Baybars Karacaovali,5.0,Economics,100%,University of Hawaii at Manoa
937,Lawrence Wolfe,2.5,Engineering,,University of Hawaii at Manoa
938,Robert Ventura,5.0,Political Science,,University of Hawaii at Manoa
939,Greg Pugh,3.5,Social Work,,University of Hawaii at Manoa
940,Seunghye Hong,4.0,Social Work,,University of Hawaii at Manoa
941,Robin Arndt,5.0,Social Work,,University of Hawaii at Manoa
942,Kathleen Brennan,3.8,Political Science,,University of Hawaii at Manoa
943,Joseph (iokepa) Salazar,4.1,Political Science,100%,University of Hawaii at Manoa
944,Jonnah Eagle,4.4,American Studies,100%,University of Hawaii at Manoa
945,Jonathan Deenik,4.8,Agriculture,100%,University of Hawaii at Manoa
946,Elizabeth Keith,3.9,East Asian Lang.  Literature,75%,University of Hawaii at Manoa
947,Margaret Ransdell-Green,0.0,Linguistics,,University of Hawaii at Manoa
948,Kelli Nakamura,4.4,History,88%,University of Hawaii at Manoa
949,Joy Lacanienta,3.6,Peace & Conflict Studies,74%,University of Hawaii at Manoa
950,Jeffrey Lyon,4.1,Religion,50%,University of Hawaii at Manoa
951,Lyon Lanerolle,2.7,Mathematics,92%,University of Hawaii at Manoa
952,Sonia Ghumman,4.9,Management,91%,University of Hawaii at Manoa
953,Nini Li,0.0,Languages,,University of Hawaii at Manoa
954,Dannie Bobbitt,3.6,Hawaiian,67%,University of Hawaii at Manoa
955,Nami Kim,5.0,Korean,100%,University of Hawaii at Manoa
956,Bradley Weiss,0.0,Natural Resources,,University of Hawaii at Manoa
957,Daisuke Takagi,3.5,Mathematics,86%,University of Hawaii at Manoa
958,Forest Young,3.4,Anthropology,100%,University of Hawaii at Manoa
959,Dana Arakawa,4.2,Psychology,75%,University of Hawaii at Manoa
960,Josephine Calvo,4.4,Theater,,University of Hawaii at Manoa
961,Brandon Yoza,0.0,Microbiology,,University of Hawaii at Manoa
962,Jeffrey Traczynski,4.1,Economics,,University of Hawaii at Manoa
963,Amanda Christie,4.8,English,88%,University of Hawaii at Manoa
964,Urvashi Chakravarty,3.8,English,,University of Hawaii at Manoa
965,Sarah Sherman,4.5,Geology,,University of Hawaii at Manoa
966,Didier Lenglare,4.7,French,100%,University of Hawaii at Manoa
967,Troy Tada,5.0,Biology,,University of Hawaii at Manoa
968,D Gefroh,4.5,Mathematics,,University of Hawaii at Manoa
969,J. Szostak,4.0,Art History,100%,University of Hawaii at Manoa
970,Laura ORourke,0.0,Anthropology,,University of Hawaii at Manoa
971,Chuck Gee,4.5,Travel Industry,,University of Hawaii at Manoa
972,Emerson Odango,4.7,Linguistics,,University of Hawaii at Manoa
973,Matt Dupont,4.0,Economics,,University of Hawaii at Manoa
974,Jane Schoonmaker,4.7,Oceanography,,University of Hawaii at Manoa
975,Nobuo Kubota,4.5,Japanese,,University of Hawaii at Manoa
976,Christopher Lepczyk,3.8,Natural Resources,50%,University of Hawaii at Manoa
977,Fong WA,0.0,Not Specified,100%,University of Hawaii at Manoa
978,Guanpei Ming,3.9,Political Science,100%,University of Hawaii at Manoa
979,Lisa King,3.7,English,,University of Hawaii at Manoa
980,Kelly Shinn,0.0,Sociology,,University of Hawaii at Manoa
981,Christina Low,3.0,English,,University of Hawaii at Manoa
982,Chizuko Allen,4.5,Asian Pacific American Studies,100%,University of Hawaii at Manoa
983,Ken Ito,3.8,Japanese Literature,,University of Hawaii at Manoa
984,Paula Gendreau,2.3,Nursing,,University of Hawaii at Manoa
985,Jing Zhang Paul,5.0,Not Specified,,University of Hawaii at Manoa
986,Faanofo Uperesa,3.7,Ethnic Studies,,University of Hawaii at Manoa
987,Wayne Lewis,5.0,Mathematics,,University of Hawaii at Manoa
988,Hiroko Sato,4.6,Linguistics,,University of Hawaii at Manoa
989,Andrea Shearer,0.0,Education,,University of Hawaii at Manoa
990,Mike Laughlin,0.0,Kinesiology,,University of Hawaii at Manoa
991,Hongwei LI,4.3,Biology,100%,University of Hawaii at Manoa
992,Mayumi Owia,0.0,Linguistics,,University of Hawaii at Manoa
993,Sun-Ki Chai,2.9,Sociology,25%,University of Hawaii at Manoa
994,Rathina Pandi,2.8,Sociology,,University of Hawaii at Manoa
995,Claire Morais,3.3,Honors,50%,University of Hawaii at Manoa
996,Miguel Felipe,4.7,Music,,University of Hawaii at Manoa
997,Margaret McManus,5.0,Oceanography,,University of Hawaii at Manoa
998,Creighton Litton,4.8,Natural Resources,,University of Hawaii at Manoa
999,Ian Talisman,3.5,Chemistry,,University of Hawaii at Manoa
1000,Doris Christopher,5.0,Education,,University of Hawaii at Manoa
1001,Robert Swanson,2.6,Engineering,,University of Hawaii at Manoa
1002,Mayumi Oiwa,3.8,Linguistics,,University of Hawaii at Manoa
1003,Chelsea L. McCarty,4.5,French,,University of Hawaii at Manoa
1004,Allen Hanberg,4.8,Nursing,,University of Hawaii at Manoa
1005,Yujing Shentu,2.8,Languages,,University of Hawaii at Manoa
1006,Megan Bent,4.8,Fine Arts,100%,University of Hawaii at Manoa
1007,Nga Nguyen,0.0,Speech,,University of Hawaii at Manoa
1008,Judy Daniels,5.0,Kinesiology,,University of Hawaii at Manoa
1009,Kazuhiko Yanagi,3.8,Kinesiology,,University of Hawaii at Manoa
1010,Todd Shelly,5.0,Honors,,University of Hawaii at Manoa
1011,Lance Walters,4.1,Architecture,,University of Hawaii at Manoa
1012,Julio Rivera,0.0,Zoology,,University of Hawaii at Manoa
1013,Keala Dichens,4.3,English,,University of Hawaii at Manoa
1014,Tijana Jovanovic-Talisman,5.0,Chemistry,,University of Hawaii at Manoa
1015,Ho Leung NG,3.5,Chemistry,100%,University of Hawaii at Manoa
1016,Steven Gray,4.8,Natural Resources,,University of Hawaii at Manoa
1017,Andrew Rumbach,4.8,Urban Planning,,University of Hawaii at Manoa
1018,Carolyn Tari-Sanchez,5.0,Nursing,,University of Hawaii at Manoa
1019,Lucie Dufkova,0.0,French,,University of Hawaii at Manoa
1020,Tomoki Kimura,4.7,Japanese,100%,University of Hawaii at Manoa
1021,Erin Yuasa,4.8,Fine Arts,,University of Hawaii at Manoa
1022,Sean Trundle,5.0,American Studies,,University of Hawaii at Manoa
1023,Hunter McEwan,0.0,Education,,University of Hawaii at Manoa
1024,XU DI,4.5,Education,100%,University of Hawaii at Manoa
1025,Allison Tsuchida,0.0,Health Science,,University of Hawaii at Manoa
1026,Pedro Villarreal,3.5,Management,58%,University of Hawaii at Manoa
1027,Shana Brown,4.2,History,91%,University of Hawaii at Manoa
1028,Wesley Lucas,4.5,Business,97%,University of Hawaii at Manoa
1029,Ronald Nicholas,3.4,Business,84%,University of Hawaii at Manoa
1030,Carole Petersen,2.6,Law,75%,University of Hawaii at Manoa
1031,Benjamin Chu,5.0,Economics,100%,University of Hawaii at Manoa
1032,Lisa Vallin,5.0,Women's Studies,100%,University of Hawaii at Manoa
1033,Blair Finlayson,5.0,Communication,100%,University of Hawaii at Manoa
1034,Kristy Bowen,4.6,Psychology,100%,University of Hawaii at Manoa
1035,Joseph Stepec,2.5,Music,100%,University of Hawaii at Manoa
1036, Hamid Bouaicha,0.0,Economics,100%,University of Hawaii at Manoa
1037,Christian Bergum,2.4,Architecture,67%,University of Hawaii at Manoa
1038,Jennifer Joines,0.0,Political Science,,University of Hawaii at Manoa
1039,Thayanan Phuaphanthong,3.3,Business,57%,University of Hawaii at Manoa
1040,Alex Golub,3.0,Anthropology,23%,University of Hawaii at Manoa
1041,Chie Fukuda,3.9,Japanese,50%,University of Hawaii at Manoa
1042,Hui-Ju Chuang,4.6,East Asian Lang. & Literature,100%,University of Hawaii at Manoa
1043,Brigitte Nicolet,3.4,French,80%,University of Hawaii at Manoa
1044,Kenneth Regh,2.0,Linguistics,,University of Hawaii at Manoa
1045,Sarah Fukumoto,0.0,Speech,,University of Hawaii at Manoa
1046,Alex Morrison,4.0,Anthropology,,University of Hawaii at Manoa
1047,Sean Koegel,3.3,Education,,University of Hawaii at Manoa
1048,Nicolas Fernandez,4.9,Physics,,University of Hawaii at Manoa
1049,Kathleen Tran,4.8,Education,,University of Hawaii at Manoa
1050,Gina Cardazone,5.0,Psychology,,University of Hawaii at Manoa
1051,Mihyang Ahn,0.0,Sociology,,University of Hawaii at Manoa
1052,Deon Canyon,0.0,Public Health,,University of Hawaii at Manoa
1053,Lu Liang,4.3,Psychology,,University of Hawaii at Manoa
1054,Maribel Zaporteza,2.7,Microbiology,,University of Hawaii at Manoa
1055,Sarah-Kalicki Nakamura,4.8,Travel Industry,,University of Hawaii at Manoa
1056,Stuart Donachie,4.2,Microbiology,100%,University of Hawaii at Manoa
1057,Becky Handle,3.0,Kinesiology,,University of Hawaii at Manoa
1058,Doug McCulloch,4.5,Music,,University of Hawaii at Manoa
1059,Kwanglim Seo,3.0,Travel Industry,100%,University of Hawaii at Manoa
1060,Ken Rubin,5.0,Geology,,University of Hawaii at Manoa
1061,Peter Berkelman,2.0,Engineering,0%,University of Hawaii at Manoa
1062,David Strauch,4.0,Geography,100%,University of Hawaii at Manoa
1063,Lipyeow Lim,3.3,Computer Science,,University of Hawaii at Manoa
1064,Brian Shevelenko,4.3,Theater,100%,University of Hawaii at Manoa
1065,Christina Higgins,3.9,Languages,0%,University of Hawaii at Manoa
1066,Haley Zdybel,4.3,French,,University of Hawaii at Manoa
1067,Erik Van Erp,5.0,Mathematics,,University of Hawaii at Manoa
1068,Shawn Arita,3.6,Economics,,University of Hawaii at Manoa
1069,Thuy Da Lam,4.3,English,100%,University of Hawaii at Manoa
1070,Noriko Asato,4.0,Library Science,,University of Hawaii at Manoa
1071,Ryan Knight,4.5,Political Science,,University of Hawaii at Manoa
1072,Na Young Kim,5.0,Korean,,University of Hawaii at Manoa
1073,Thilanka Appuhamillage,4.3,Mathematics,,University of Hawaii at Manoa
1074,Elizabeth Letchford,4.9,Kinesiology,,University of Hawaii at Manoa
1075,Marny Hall-Moriyasu,5.0,Nursing,,University of Hawaii at Manoa
1076,Ellen Ben-Sefer,4.9,Nursing,,University of Hawaii at Manoa
1077,Bryan Bushley,3.3,Urban Planning,,University of Hawaii at Manoa
1078,Junko Imai,2.3,Not Specified,,University of Hawaii at Manoa
1079,Sydney Coelho,4.8,Hawaiian Studies,,University of Hawaii at Manoa
1080,Kerry San Chirico,4.1,Religion,0%,University of Hawaii at Manoa
1081,Dongmin Kim,4.3,Korean,100%,University of Hawaii at Manoa
1082,Tamara Smith,5.0,Spanish,100%,University of Hawaii at Manoa
1083,Kristen Bean,3.5,Social Work,,University of Hawaii at Manoa
1084,Rosalie Schreiber,1.3,Nursing,,University of Hawaii at Manoa
1085,Salvatore Aurigemma,5.0,Business,100%,University of Hawaii at Manoa
1086,Jeff Kuwabara,0.0,Biology,,University of Hawaii at Manoa
1087,Keisha Rogers,0.0,Kinesiology,,University of Hawaii at Manoa
1088,Sedef Maloy,4.3,Chemistry,,University of Hawaii at Manoa
1089,Kenneth Hayes,3.8,Biology,,University of Hawaii at Manoa
1090,Kapena Landgraf,4.5,English,93%,University of Hawaii at Manoa
1091,Suzanne Kosanke,4.1,English,,University of Hawaii at Manoa
1092,Frederick Larson,4.7,Journalism,,University of Hawaii at Manoa
1093,John Rush,3.2,Economics,,University of Hawaii at Manoa
1094,Steve Chailloux,2.8,Not Specified,0%,University of Hawaii at Manoa
1095,Novelynn Rubsamen,4.8,English,,University of Hawaii at Manoa
1096,Williaqm Wood,5.0,Sociology,,University of Hawaii at Manoa
1097,Ellen Hoffman,4.5,Education,,University of Hawaii at Manoa
1098,Larry Catungal,5.0,Music,,University of Hawaii at Manoa
1099,Veronica Bindi,2.4,Physics,0%,University of Hawaii at Manoa
1100,Joel LeBel,5.0,Philosophy,,University of Hawaii at Manoa
1101,Wendan LI,3.6,Languages,100%,University of Hawaii at Manoa
1102,Katherine Love,3.0,Fine Arts,,University of Hawaii at Manoa
1103,Jeffrey Acido,4.2,Asian Studies,,University of Hawaii at Manoa
1104,J Grissmerson,4.6,Chemistry,,University of Hawaii at Manoa
1105,Alex Holowicki,4.9,History,,University of Hawaii at Manoa
1106,John (jack) Barile,4.7,Psychology,100%,University of Hawaii at Manoa
1107,Karissa Murrell Myers,4.5,Theater,,University of Hawaii at Manoa
1108,David Cicero,3.0,Psychology,,University of Hawaii at Manoa
1109,Jovanie De La Cruz,5.0,Filipino,,University of Hawaii at Manoa
1110,James Kieler,3.8,Economics,,University of Hawaii at Manoa
1111,Christella Guzman,0.0,Nursing,,University of Hawaii at Manoa
1112,Maya Iriondo Simek,3.2,Spanish,,University of Hawaii at Manoa
1113,Oceana Francis,1.5,Engineering,34%,University of Hawaii at Manoa
1114,Deborah Fitzgerald,3.6,Travel Industry,100%,University of Hawaii at Manoa
1115,Jennifer Beamer,0.0,Library Science,,University of Hawaii at Manoa
1116,Joe Ramos,4.5,Medicine,,University of Hawaii at Manoa
1117,Sara Cook,4.5,Education,,University of Hawaii at Manoa
1118,Haidan Wang,0.0,Languages,,University of Hawaii at Manoa
1119,Ken Lawson,5.0,Law,100%,University of Hawaii at Manoa
1120,Tyler Heston,2.8,Linguistics,0%,University of Hawaii at Manoa
1121,Mary Jo Freshley,4.0,Theatre & Dance,50%,University of Hawaii at Manoa
1122,Maya Portner,3.3,Fine Arts,0%,University of Hawaii at Manoa
1123,Rammy Haija,4.8,Sociology,,University of Hawaii at Manoa
1124,Guy Kaulukukui,2.0,Economics,,University of Hawaii at Manoa
1125,Nathan Black,5.0,Food Science,,University of Hawaii at Manoa
1126,Michael Tsai,4.5,Education,,University of Hawaii at Manoa
1127,Jonathan Dial,4.4,Sociology,100%,University of Hawaii at Manoa
1128,Zhengqing Yun,2.2,Engineering,29%,University of Hawaii at Manoa
1129,Pooja Sreekakula,0.0,Education,,University of Hawaii at Manoa
1130,Andrea Berez,0.0,Linguistics,,University of Hawaii at Manoa
1131,Ann Akamine,0.0,Dental Hygiene,,University of Hawaii at Manoa
1132,Carolyn Kuba,0.0,Dental Hygiene,,University of Hawaii at Manoa
1133,Gina Lau,0.0,Dental Hygiene,,University of Hawaii at Manoa
1134,Kristine Osada,1.0,Dental Hygiene,0%,University of Hawaii at Manoa
1135,Katherine Bennett,4.5,Social Work,100%,University of Hawaii at Manoa
1136,Nicole Lautze,4.5,Geology,100%,University of Hawaii at Manoa
1137,Clinton Conrad,4.3,Geology,,University of Hawaii at Manoa
1138,Michael Garcia,2.0,Geology,,University of Hawaii at Manoa
1139,Gregory Ravizza,4.5,Geology,100%,University of Hawaii at Manoa
1140,Ralph Moberly,0.0,Geology,,University of Hawaii at Manoa
1141,Aly Al-Kadi,0.0,Geology,,University of Hawaii at Manoa
1142,Eric Hellebrand,0.0,Geology,,University of Hawaii at Manoa
1143,Christian Miller,0.0,Geology,,University of Hawaii at Manoa
1144,John Sinton,0.0,Geology,,University of Hawaii at Manoa
1145,Garrett Ito,0.0,Geology,,University of Hawaii at Manoa
1146,Gerard Elmore,2.0,Academy for Creative Media,0%,University of Hawaii at Manoa
1147,Megan Carpenter,5.0,Psychology,,University of Hawaii at Manoa
1148,Mariana Latimer,4.7,Spanish,,University of Hawaii at Manoa
1149,Karyl Reynolds,4.9,English,,University of Hawaii at Manoa
1150,Jonathan (Cheng-Chuen) Kuo,2.0,Languages & Linguistics,,University of Hawaii at Manoa
1151,Katherine Neibel,1.7,Microbiology,0%,University of Hawaii at Manoa
1152,Allan Yashinski,3.9,Mathematics,,University of Hawaii at Manoa
1153,Laura Boehm,2.9,Nursing,100%,University of Hawaii at Manoa
1154,Benjamin Zenk,4.6,Philosophy,100%,University of Hawaii at Manoa
1155,Marty Oliphant,4.8,Social Work,,University of Hawaii at Manoa
1156,Andrei Natarov,2.2,Chemistry,19%,University of Hawaii at Manoa
1157,Mary Baker,3.3,Political Science,,University of Hawaii at Manoa
1158,Christopher Nold,2.5,Chemistry,,University of Hawaii at Manoa
1159,Te Roa,4.8,Languages,,University of Hawaii at Manoa
1160,Brant Songsong,0.0,Languages,,University of Hawaii at Manoa
1161,Michael Amrhein,5.0,Psychology,,University of Hawaii at Manoa
1162,Mihajlo Kornicer,1.3,Physics,,University of Hawaii at Manoa
1163,Hallory Ho,2.8,Nursing,,University of Hawaii at Manoa
1164,Nathaniel Hartmann,4.8,Marketing,100%,University of Hawaii at Manoa
1165,Stephen Martel,3.4,Geology,0%,University of Hawaii at Manoa
1166,Krista Brown,4.9,Psychology,,University of Hawaii at Manoa
1167,Skyler Kawahara,4.3,Theatre & Dance,,University of Hawaii at Manoa
1168,Jill Williams,3.8,Geography,,University of Hawaii at Manoa
1169,Theres Gruter,4.5,Languages & Linguistics,100%,University of Hawaii at Manoa
1170,Liezel Pagala,5.0,Design,,University of Hawaii at Manoa
1171,William Chapman,4.9,American Studies,100%,University of Hawaii at Manoa
1172,Maria Diez,5.0,Spanish,,University of Hawaii at Manoa
1173,Chloe Desmoulins,5.0,French,,University of Hawaii at Manoa
1174,Shailesh Namekar,4.0,Engineering,,University of Hawaii at Manoa
1175,Maylene Pascual,5.0,Nursing,,University of Hawaii at Manoa
1176,Shawna Ryan,4.8,English,,University of Hawaii at Manoa
1177,Joe Smith,5.0,Kinesiology,100%,University of Hawaii at Manoa
1178,Crystal Cooper,4.5,Sociology,,University of Hawaii at Manoa
1179,Jonny Kim,2.0,Linguistics,,University of Hawaii at Manoa
1180,Lucille Gilbert,3.8,Communicology,60%,University of Hawaii at Manoa
1181,Robin O'Day,5.0,Sociology,,University of Hawaii at Manoa
1182,Ivonne Chambi,3.6,Spanish,,University of Hawaii at Manoa
1183,Sook Suh,2.0,Korean,,University of Hawaii at Manoa
1184,Christine Malsbary,0.0,Education,,University of Hawaii at Manoa
1185,Angel Camacho,4.7,Sociology,89%,University of Hawaii at Manoa
1186,Torsha Bhattacharya,5.0,Travel Industry,,University of Hawaii at Manoa
1187,Matthew Izor,4.8,Philosophy,100%,University of Hawaii at Manoa
1188,Lisa Shea,4.8,English,,University of Hawaii at Manoa
1189,Stephen Margosiak,2.1,Chemistry,,University of Hawaii at Manoa
1190,Brenda Clark,4.5,Linguistics,,University of Hawaii at Manoa
1191,Martina Bingham,5.0,Music,,University of Hawaii at Manoa
1192,Katharine Beutner,3.6,English,50%,University of Hawaii at Manoa
1193,Brian Faria,5.0,Hawaiian,100%,University of Hawaii at Manoa
1194,Jiyoung Kim,2.0,Korean,0%,University of Hawaii at Manoa
1195,Cheri Vasek,5.0,Theater,,University of Hawaii at Manoa
1196,Bill Ogilvie,5.0,Theater,,University of Hawaii at Manoa
1197,Lurana O'Malley,3.9,Theater,50%,University of Hawaii at Manoa
1198,John Branner,5.0,Theater,100%,University of Hawaii at Manoa
1199,Patricia Leong,4.0,Theatre & Dance,,University of Hawaii at Manoa
1200,Hannah Schauer,0.0,Theater,,University of Hawaii at Manoa
1201,Marty Myers,5.0,Theater,,University of Hawaii at Manoa
1202,Robert Armstrong,0.0,Communication,,University of Hawaii at Manoa
1203,Sarah Fischbach,5.0,Marketing,,University of Hawaii at Manoa
1204,Jeanette Hall,5.0,American Studies,,University of Hawaii at Manoa
1205,Joung Mok Lee,5.0,Korean,,University of Hawaii at Manoa
1206,Anna Stirr,3.4,Asian Studies,67%,University of Hawaii at Manoa
1207,Rebecca Romine,4.3,Kinesiology,,University of Hawaii at Manoa
1208,Fa'Afetai Lesa,4.8,Languages,100%,University of Hawaii at Manoa
1209,William Williams,1.5,Fine Arts,0%,University of Hawaii at Manoa
1210,Virginia Hench,0.0,Law,,University of Hawaii at Manoa
1211,Edward Weldon,0.0,Engineering,,University of Hawaii at Manoa
1212,Leane Darling,5.0,Spanish,,University of Hawaii at Manoa
