,name,rating,department,feedback,school
1242,Prem Phyak,QUALITY0.00 ratings,Languages,N/A,University of Hawaii at Manoa
1243,Moana Nepia,QUALITY2.110 ratings,Pacific  Asian Studies,34%,University of Hawaii at Manoa
1244,Julia Peres Guimaraes,QUALITY4.02 ratings,Political Science,N/A,University of Hawaii at Manoa
1245,Andrew Grandinetti,QUALITY4.25 ratings,Public Health,100%,University of Hawaii at Manoa
1246,Michael Uptegrove ,QUALITY4.02 ratings,Spanish,N/A,University of Hawaii at Manoa
1247,Brian  Turano,QUALITY5.01 ratings,Science,N/A,University of Hawaii at Manoa
1248,Travis Lockwood,QUALITY5.01 ratings,English Language Institute,N/A,University of Hawaii at Manoa
1249,Kevin Bennett,QUALITY3.929 ratings,Biology,62%,University of Hawaii at Manoa
1250,Cheri Tarutani,QUALITY0.00 ratings,Social Work,N/A,University of Hawaii at Manoa
1251,Paul Bienfang,QUALITY0.00 ratings,Oceanography,N/A,University of Hawaii at Manoa
1252,Elizabeth Soto,QUALITY4.73 ratings,English,50%,University of Hawaii at Manoa
1253,Ladan Hamedani,QUALITY5.03 ratings,Languages,100%,University of Hawaii at Manoa
1254,Daniele Spirandelli,QUALITY4.01 ratings,Urban Planning,100%,University of Hawaii at Manoa
1255,Jessica Tan,QUALITY1.52 ratings,American Studies,0%,University of Hawaii at Manoa
1256,Lucia Puente Trevino,QUALITY2.02 ratings,Theater,N/A,University of Hawaii at Manoa
1257,Carey Moyer,QUALITY4.89 ratings,Business,100%,University of Hawaii at Manoa
1258,Carol  Beresiwsky,QUALITY0.00 ratings,Spanish,N/A,University of Hawaii at Manoa
1259,Jason Leigh,QUALITY3.827 ratings,Computer Science,74%,University of Hawaii at Manoa
1260,john friend,QUALITY0.00 ratings,Business,100%,University of Hawaii at Manoa
1261,Evan Jordan,QUALITY4.77 ratings,Travel Industry,100%,University of Hawaii at Manoa
1262,Rebecca Evans,QUALITY3.46 ratings,English,N/A,University of Hawaii at Manoa
1263,M. Cristi-Kim,QUALITY0.00 ratings,Family  Consumer Sciences,N/A,University of Hawaii at Manoa
1264,Hyunjoo Hwang,QUALITY0.00 ratings,Travel Industry,N/A,University of Hawaii at Manoa
1265,Edward Lasky,QUALITY0.00 ratings,Classics,N/A,University of Hawaii at Manoa
1266,Veselina Lambrev,QUALITY4.52 ratings,Education,100%,University of Hawaii at Manoa
1267,Sooran Pak,QUALITY4.58 ratings,Korean,100%,University of Hawaii at Manoa
1268,Harry Hale,QUALITY4.82 ratings,Japanese,N/A,University of Hawaii at Manoa
1269,Talitha Amalia,QUALITY5.04 ratings,Languages,100%,University of Hawaii at Manoa
1270,Elizabeth  Harper ,QUALITY4.02 ratings,Communicology,100%,University of Hawaii at Manoa
1271,Janet Graham,QUALITY4.48 ratings,English,100%,University of Hawaii at Manoa
1272,Gordon Lee,QUALITY5.01 ratings,Education,N/A,University of Hawaii at Manoa
1273,Jonathan Whitney,QUALITY0.00 ratings,Biology,N/A,University of Hawaii at Manoa
1274,Gabriel Amos,QUALITY2.224 ratings,Mathematics,10%,University of Hawaii at Manoa
1275,Julie Walsh,QUALITY0.00 ratings,Pacific  Asian Studies,100%,University of Hawaii at Manoa
1276,Mihoko Sawada,QUALITY0.00 ratings,Linguistics,N/A,University of Hawaii at Manoa
1277,Shantelle Kaaialii,QUALITY3.918 ratings,Religion,80%,University of Hawaii at Manoa
1278,Keith Weiser,QUALITY3.115 ratings,Microbiology,100%,University of Hawaii at Manoa
1279,Kaveh Abhari,QUALITY4.85 ratings,Business,100%,University of Hawaii at Manoa
1280,Martha Crosby,QUALITY1.16 ratings,Computer Science,0%,University of Hawaii at Manoa
1281,Marie Fialkowski,QUALITY3.67 ratings,Nutrition,50%,University of Hawaii at Manoa
1282,Bryant Murakami,QUALITY5.04 ratings,Academy for Creative Media,100%,University of Hawaii at Manoa
1283,Grant Carvalho,QUALITY4.01 ratings,Music,N/A,University of Hawaii at Manoa
1284,Robert  Harron,QUALITY3.27 ratings,Mathematics,0%,University of Hawaii at Manoa
1285,Bob Cooney,QUALITY4.76 ratings,Public Health,100%,University of Hawaii at Manoa
1286,Tawei David Wang,QUALITY3.01 ratings,Accounting,N/A,University of Hawaii at Manoa
1287,Bret Freemyer,QUALITY4.110 ratings,Kinesiology,100%,University of Hawaii at Manoa
1288,Victoria Chen,QUALITY5.01 ratings,Linguistics,100%,University of Hawaii at Manoa
1289,Vera Hanaoka,QUALITY3.48 ratings,Japanese,50%,University of Hawaii at Manoa
1290,Megan Edwards,QUALITY2.01 ratings,Anthropology,N/A,University of Hawaii at Manoa
1291,Xiangrong Zhou,QUALITY1.01 ratings,Engineering,N/A,University of Hawaii at Manoa
1292,Elan Stopnitzky,QUALITY0.00 ratings,Physics,N/A,University of Hawaii at Manoa
1293,Jennifer Padua,QUALITY0.00 ratings,Education,N/A,University of Hawaii at Manoa
1294,Thomas Pearson,QUALITY0.00 ratings,Accounting,N/A,University of Hawaii at Manoa
1295,Justice Quick,QUALITY4.012 ratings,Communicology,100%,University of Hawaii at Manoa
1296,Di Sun,QUALITY3.51 ratings,Languages,N/A,University of Hawaii at Manoa
1297,Bin Shen,QUALITY3.29 ratings,Business,34%,University of Hawaii at Manoa
1298,Singh Amarjit,QUALITY0.00 ratings,Sociology,N/A,University of Hawaii at Manoa
1299,Nicole Muszynski,QUALITY4.94 ratings,Psychology,100%,University of Hawaii at Manoa
1300,Yoriko Ito,QUALITY4.33 ratings,Japanese,N/A,University of Hawaii at Manoa
1301,Sean Sanford,QUALITY0.00 ratings,Mathematics,N/A,University of Hawaii at Manoa
1302,Jean Butel,QUALITY5.01 ratings,Public Health,N/A,University of Hawaii at Manoa
1303,Daniela Gonzalez Quezada,QUALITY5.06 ratings,Languages  Linguistics,N/A,University of Hawaii at Manoa
1304,Alex Mawyer,QUALITY3.67 ratings,Pacific  Asian Studies,25%,University of Hawaii at Manoa
1305,Gaur Johnson,QUALITY4.76 ratings,Engineering,100%,University of Hawaii at Manoa
1306,Radovan Milincic,QUALITY0.00 ratings,Physics,N/A,University of Hawaii at Manoa
1307,Alexander Smith,QUALITY5.02 ratings,Linguistics,N/A,University of Hawaii at Manoa
1308,Naemi Tanaka McPherson,QUALITY4.67 ratings,Japanese,N/A,University of Hawaii at Manoa
1309,Patricia Masters,QUALITY4.01 ratings,Ethnic Studies,N/A,University of Hawaii at Manoa
1310,Victoria Fan,QUALITY4.86 ratings,Public Health,100%,University of Hawaii at Manoa
1311,Ana Gonzalez Hernando,QUALITY4.39 ratings,Spanish,100%,University of Hawaii at Manoa
1312,Leinaala  Song,QUALITY5.01 ratings,Chemistry,N/A,University of Hawaii at Manoa
1313,Emily Gazda,QUALITY2.82 ratings,English Language Institute,0%,University of Hawaii at Manoa
1314,Sang Hae Lee,QUALITY4.51 ratings,Korean,N/A,University of Hawaii at Manoa
1315,Colleen Carpinella,QUALITY2.52 ratings,Psychology,N/A,University of Hawaii at Manoa
1316,John  Vandercook,QUALITY1.01 ratings,Journalism,N/A,University of Hawaii at Manoa
1317,So Young Lee,QUALITY5.01 ratings,Korean,N/A,University of Hawaii at Manoa
1318,Jennifer Rose,QUALITY5.01 ratings,Law,N/A,University of Hawaii at Manoa
1319,Rajam Raghunathan,QUALITY4.47 ratings,Philosophy,N/A,University of Hawaii at Manoa
1320,Raul Rudoy,QUALITY5.02 ratings,Medicine,N/A,University of Hawaii at Manoa
1321,Matt Cavert,QUALITY4.03 ratings,French,0%,University of Hawaii at Manoa
1322,Li-Anne  Delavega,QUALITY4.52 ratings,English,100%,University of Hawaii at Manoa
1323,Lianne Delavega,QUALITY4.01 ratings,English,N/A,University of Hawaii at Manoa
1324,Angeline  Nariswari,QUALITY4.51 ratings,Marketing,N/A,University of Hawaii at Manoa
1325,Ashley Morris,QUALITY4.53 ratings,Psychology,N/A,University of Hawaii at Manoa
1326,Meagan Dailey,QUALITY2.64 ratings,Linguistics,N/A,University of Hawaii at Manoa
1327,Yingfei Dong,QUALITY2.33 ratings,Engineering,100%,University of Hawaii at Manoa
1328,Charlene Tomas,QUALITY4.01 ratings,Ethnic Studies,N/A,University of Hawaii at Manoa
1329,Mai Yamamoto,QUALITY5.04 ratings,Japanese,N/A,University of Hawaii at Manoa
1330,Melinda Smith,QUALITY3.76 ratings,English,N/A,University of Hawaii at Manoa
1331,Stuart Huang,QUALITY1.82 ratings,Law,N/A,University of Hawaii at Manoa
1332,Eunsung  Kan,QUALITY3.82 ratings,Science,100%,University of Hawaii at Manoa
1333,Chiara Logli,QUALITY4.52 ratings,Education,N/A,University of Hawaii at Manoa
1334,Timothy Callais,QUALITY4.812 ratings,Theater,100%,University of Hawaii at Manoa
1335,Tagi Qolouvaki,QUALITY4.110 ratings,English,88%,University of Hawaii at Manoa
1336,Matthew Winfree,QUALITY4.45 ratings,Psychology,N/A,University of Hawaii at Manoa
1337,Teresa Lane,QUALITY1.52 ratings,Spanish,N/A,University of Hawaii at Manoa
1338,Erik Holmes,QUALITY5.01 ratings,Mathematics,N/A,University of Hawaii at Manoa
1339,Christian Squire,QUALITY0.00 ratings,Chemistry,N/A,University of Hawaii at Manoa
1340,Noa Lincoln,QUALITY2.69 ratings,Environmental Studies,34%,University of Hawaii at Manoa
1341,Hannah-Hanh Nguyen,QUALITY4.34 ratings,Business,100%,University of Hawaii at Manoa
1342,Roman Shishkin,QUALITY3.02 ratings,Economics,50%,University of Hawaii at Manoa
1343,Ropeti Ale,QUALITY0.00 ratings,Languages,N/A,University of Hawaii at Manoa
1344,Amanda Bowers,QUALITY2.73 ratings,Physics,N/A,University of Hawaii at Manoa
1345,Mark Wilding,QUALITY4.34 ratings,Languages,N/A,University of Hawaii at Manoa
1346,Robert Jedicke,QUALITY3.16 ratings,Astronomy,40%,University of Hawaii at Manoa
1347,Jing  Zhou,QUALITY4.82 ratings,Languages,N/A,University of Hawaii at Manoa
1348,Mari Miyao,QUALITY0.00 ratings,Languages,N/A,University of Hawaii at Manoa
1349,Homer Williams,QUALITY0.00 ratings,Architecture,N/A,University of Hawaii at Manoa
1350,Chamil Rathnayake,QUALITY4.51 ratings,Communication,N/A,University of Hawaii at Manoa
1351,bal Sharma,QUALITY0.00 ratings,Linguistics,N/A,University of Hawaii at Manoa
1352,Minako McCarthy ,QUALITY3.74 ratings,Design,100%,University of Hawaii at Manoa
1353,Troy Takahashi,QUALITY0.00 ratings,History,N/A,University of Hawaii at Manoa
1354,Alice Tse,QUALITY0.00 ratings,Nursing,N/A,University of Hawaii at Manoa
1355,Xiaodong Sun,QUALITY1.44 ratings,Economics,N/A,University of Hawaii at Manoa
1356,Min Liu,QUALITY1.01 ratings,Education,0%,University of Hawaii at Manoa
1357,Dale Meyers ,QUALITY2.43 ratings,Mathematics,100%,University of Hawaii at Manoa
1358,Molly  Green ,QUALITY4.89 ratings,Biology,N/A,University of Hawaii at Manoa
1359,John Wilding,QUALITY0.00 ratings,Languages  Linguistics,N/A,University of Hawaii at Manoa
1360,Raymond Jarman,QUALITY5.03 ratings,Family Studies,100%,University of Hawaii at Manoa
1361,Ladan Hamedani ,QUALITY4.01 ratings,Indo-Pacific Languages  Literatures,N/A,University of Hawaii at Manoa
1362,Jeremy Lemarie,QUALITY4.15 ratings,Anthropology,N/A,University of Hawaii at Manoa
1363,Jade Higa,QUALITY5.09 ratings,English,100%,University of Hawaii at Manoa
1364,Jacob Terrell,QUALITY0.00 ratings,Languages,N/A,University of Hawaii at Manoa
1365,Benjamin Fairfield,QUALITY0.00 ratings,Music,N/A,University of Hawaii at Manoa
1366,Claire Morais,QUALITY3.73 ratings,Business,100%,University of Hawaii at Manoa
1367,Britton Brooks,QUALITY4.311 ratings,English,58%,University of Hawaii at Manoa
1368,Jennie Jin,QUALITY4.23 ratings,Anthropology,N/A,University of Hawaii at Manoa
1369,Lauren Kaiser,QUALITY2.36 ratings,Geography,34%,University of Hawaii at Manoa
1370,Kyu Seek  Hwang-Jackson,QUALITY1.32 ratings,Korean,N/A,University of Hawaii at Manoa
1371,Henry Leung,QUALITY4.96 ratings,English,100%,University of Hawaii at Manoa
1372,Dante Delfino,QUALITY3.82 ratings,Spanish,100%,University of Hawaii at Manoa
1373,Cheryl  Gibby,QUALITY2.84 ratings,Food Science,67%,University of Hawaii at Manoa
1374,Lisa Fat,QUALITY3.33 ratings,Family Studies,0%,University of Hawaii at Manoa
1375,Melissa Price,QUALITY4.52 ratings,Natural Resources,100%,University of Hawaii at Manoa
1376,Kathleen Lindsey,QUALITY2.54 ratings,Hawaiian Studies,100%,University of Hawaii at Manoa
1377,Kristin Kumashiro,QUALITY4.544 ratings,Chemistry,88%,University of Hawaii at Manoa
1378,Michael Weems,QUALITY2.01 ratings,English,0%,University of Hawaii at Manoa
1379,Hang Le,QUALITY0.00 ratings,Languages,N/A,University of Hawaii at Manoa
1380,Izumi Okado,QUALITY4.85 ratings,Psychology,100%,University of Hawaii at Manoa
1381,Kim Hwanhee,QUALITY5.01 ratings,Korean,100%,University of Hawaii at Manoa
1382,Jeanette Purvis,QUALITY4.94 ratings,Psychology,100%,University of Hawaii at Manoa
1383,Geoff Mathews,QUALITY0.00 ratings,Astronomy,N/A,University of Hawaii at Manoa
1384,John McDonald,QUALITY4.89 ratings,Classics,100%,University of Hawaii at Manoa
1385,Maria DelGreco,QUALITY0.00 ratings,Communicology,N/A,University of Hawaii at Manoa
1386,Megan Wharton,QUALITY0.00 ratings,Communicology,N/A,University of Hawaii at Manoa
1387,Charles Mueller,QUALITY0.00 ratings,Psychology,N/A,University of Hawaii at Manoa
1388,Kathryn Anbe,QUALITY3.53 ratings,Business,100%,University of Hawaii at Manoa
1389,Rajiv Mohabir,QUALITY4.17 ratings,English,75%,University of Hawaii at Manoa
1390,Wenyi Ling,QUALITY5.01 ratings,Languages  Linguistics,N/A,University of Hawaii at Manoa
1391,Wei-Li Hsu,QUALITY4.51 ratings,Linguistics,N/A,University of Hawaii at Manoa
1392,Hyunah Ahn,QUALITY1.01 ratings,Languages  Linguistics,0%,University of Hawaii at Manoa
1393,Clyde Min,QUALITY1.44 ratings,Travel Industry,N/A,University of Hawaii at Manoa
1394,Stephanie Pysher,QUALITY5.02 ratings,Nutrition,N/A,University of Hawaii at Manoa
1395,Cassidy Copeland,QUALITY4.33 ratings,Linguistics,67%,University of Hawaii at Manoa
1396,Elyse Byrnes,QUALITY5.01 ratings,Philosophy,100%,University of Hawaii at Manoa
1397,Kayden Iwasaki,QUALITY5.03 ratings,Speech,100%,University of Hawaii at Manoa
1398,Alison Rieser,QUALITY1.01 ratings,Geography,0%,University of Hawaii at Manoa
1399,Neghin Modavi,QUALITY2.04 ratings,Travel Industry,50%,University of Hawaii at Manoa
1400,Bernadette Baraquio,QUALITY0.00 ratings,Journalism,100%,University of Hawaii at Manoa
1401,Sherrie White,QUALITY4.47 ratings,Journalism,80%,University of Hawaii at Manoa
1402,Tomas Walker,QUALITY4.52 ratings,Fine Arts,100%,University of Hawaii at Manoa
1403,James Youn,QUALITY4.531 ratings,Marketing,84%,University of Hawaii at Manoa
1404,Vince Okada,QUALITY5.03 ratings,Social Work,100%,University of Hawaii at Manoa
1405,Norman Thompson,QUALITY5.05 ratings,English,100%,University of Hawaii at Manoa
1406,Jacob Terrel,QUALITY0.00 ratings,Linguistics,N/A,University of Hawaii at Manoa
1407,Mark Slovak,QUALITY3.819 ratings,Physics,77%,University of Hawaii at Manoa
1408,Saba Kam,QUALITY5.01 ratings,Nursing,N/A,University of Hawaii at Manoa
1409,Ruri Yoshii,QUALITY5.05 ratings,Japanese,100%,University of Hawaii at Manoa
1410,Joseph Greene,QUALITY5.01 ratings,Communication,N/A,University of Hawaii at Manoa
1411,Joanne Loos,QUALITY3.94 ratings,Communication,84%,University of Hawaii at Manoa
1412,Nyle Kauweloa,QUALITY4.33 ratings,Communication,100%,University of Hawaii at Manoa
1413,Paul Thornton,QUALITY0.00 ratings,Psychology,N/A,University of Hawaii at Manoa
1414,Massey Brooks,QUALITY1.52 ratings,Architecture,0%,University of Hawaii at Manoa
1415,Daniela Gonzalez Quezada,QUALITY4.01 ratings,Spanish,N/A,University of Hawaii at Manoa
1416,Robin Deeley,QUALITY3.76 ratings,Mathematics,50%,University of Hawaii at Manoa
1417,George Nabeshima,QUALITY4.85 ratings,Finance,100%,University of Hawaii at Manoa
1418,Tim Metra,QUALITY4.95 ratings,French,100%,University of Hawaii at Manoa
1419,Carrie Oliveira,QUALITY5.01 ratings,Communicology,N/A,University of Hawaii at Manoa
1420,Masahisa Yamaguchi,QUALITY4.99 ratings,Management,100%,University of Hawaii at Manoa
1421,Ozge Tekin,QUALITY5.04 ratings,Political Science,100%,University of Hawaii at Manoa
1422,Douglas Ward Mardfin,QUALITY5.01 ratings,Economics,100%,University of Hawaii at Manoa
1423,Jarrett Kam,QUALITY3.73 ratings,Japanese,67%,University of Hawaii at Manoa
1424,Christina Mende,QUALITY4.29 ratings,Mathematics,78%,University of Hawaii at Manoa
1425,Sherilyn Wee,QUALITY5.01 ratings,Economics,100%,University of Hawaii at Manoa
1426,Ha'aheo Guanson,QUALITY3.73 ratings,Peace  Conflict Studies,34%,University of Hawaii at Manoa
1427,Hye Young Smith,QUALITY5.03 ratings,Korean,100%,University of Hawaii at Manoa
1428,Kelsea Hosoda,QUALITY3.49 ratings,Communication,67%,University of Hawaii at Manoa
1429,Siyuan Li,QUALITY5.03 ratings,Finance,100%,University of Hawaii at Manoa
1430,Wei-Li Hsu,QUALITY3.52 ratings,Languages  Linguistics,50%,University of Hawaii at Manoa
1431,Anthony Urbi,QUALITY4.01 ratings,Kinesiology,100%,University of Hawaii at Manoa
1432,Anne Shovic,QUALITY2.97 ratings,Nutrition,N/A,University of Hawaii at Manoa
1433,Thomas Jackson,QUALITY5.046 ratings,Philosophy,84%,University of Hawaii at Manoa
1434,Sarah Pirani,QUALITY4.45 ratings,Nursing,80%,University of Hawaii at Manoa
1435,Carmen Linhares,QUALITY4.47 ratings,Nursing,100%,University of Hawaii at Manoa
1436,Michelle Napihaa,QUALITY4.53 ratings,Nursing,100%,University of Hawaii at Manoa
1437,Tamara Albertini,QUALITY3.620 ratings,Philosophy,75%,University of Hawaii at Manoa
1438,Saloua Adjir,QUALITY4.96 ratings,French,100%,University of Hawaii at Manoa
1439,Mark Luke,QUALITY4.627 ratings,Hawaiian Studies,100%,University of Hawaii at Manoa
1440,Amber Camp,QUALITY4.68 ratings,Linguistics,100%,University of Hawaii at Manoa
1441,Priscilla Faucette,QUALITY0.00 ratings,Languages  Linguistics,N/A,University of Hawaii at Manoa
1442,Kunihiko Homma,QUALITY5.03 ratings,Japanese,100%,University of Hawaii at Manoa
1443,Gabriel Arnold,QUALITY1.52 ratings,Music,0%,University of Hawaii at Manoa
1444,Serge Chastel,QUALITY1.01 ratings,Computer Science,0%,University of Hawaii at Manoa
1445,Aimee Chung,QUALITY4.01 ratings,Social Work,100%,University of Hawaii at Manoa
1446,Kristopher Picarella,QUALITY3.03 ratings,Kinesiology,67%,University of Hawaii at Manoa
1447,David Yuen,QUALITY4.922 ratings,Mathematics,100%,University of Hawaii at Manoa
1448,Alan Katz,QUALITY0.00 ratings,Public Health,N/A,University of Hawaii at Manoa
1449,Michelle Clark,QUALITY4.01 ratings,Travel Industry,100%,University of Hawaii at Manoa
1450,Hanna Roman,QUALITY2.01 ratings,French,0%,University of Hawaii at Manoa
1451, Jack Barile,QUALITY2.03 ratings,Psychology,34%,University of Hawaii at Manoa
1452,Fata Simanu-Klutz,QUALITY2.84 ratings,Literature,75%,University of Hawaii at Manoa
1453,Rachael Uyeno,QUALITY5.04 ratings,Theater,100%,University of Hawaii at Manoa
1454,Theo Garneau,QUALITY4.519 ratings,English,100%,University of Hawaii at Manoa
1455,Patricia LaPorte,QUALITY3.56 ratings,Business,84%,University of Hawaii at Manoa
1456,Nicole Hynson,QUALITY0.00 ratings,Botany,N/A,University of Hawaii at Manoa
1457,May Rose Dela Cruz,QUALITY1.01 ratings,Public Health,0%,University of Hawaii at Manoa
1458,Forrest Young,QUALITY0.00 ratings,Anthropology,N/A,University of Hawaii at Manoa
1459,Piper Harron,QUALITY3.98 ratings,Mathematics,63%,University of Hawaii at Manoa
1460,Kenichi Shinkuma,QUALITY5.04 ratings,Japanese,100%,University of Hawaii at Manoa
1461,Pham Lee,QUALITY0.00 ratings,Biology,N/A,University of Hawaii at Manoa
1462,Ryan Kunkle,QUALITY4.01 ratings,Kinesiology,100%,University of Hawaii at Manoa
1463,Kelly Bergstrom,QUALITY5.012 ratings,Communication,100%,University of Hawaii at Manoa
1464,December Maxwell,QUALITY5.01 ratings,Social Work,100%,University of Hawaii at Manoa
1465,Jessica Delgado,QUALITY5.01 ratings,Mathematics,100%,University of Hawaii at Manoa
1466,Rachel Sommer,QUALITY1.01 ratings,Biology,0%,University of Hawaii at Manoa
1467,Kristopher Kyle,QUALITY0.00 ratings,Languages  Linguistics,N/A,University of Hawaii at Manoa
1468,Shane Strachan,QUALITY5.01 ratings,Political Science,100%,University of Hawaii at Manoa
1469,Grayden Solman,QUALITY2.911 ratings,Psychology,46%,University of Hawaii at Manoa
1470,Kim Cooper Giegerich,QUALITY5.02 ratings,Fine Arts,50%,University of Hawaii at Manoa
1471,Cara Bellwood,QUALITY5.01 ratings,Psychology,100%,University of Hawaii at Manoa
1472,Danita Dahl,QUALITY5.02 ratings,Agriculture,100%,University of Hawaii at Manoa
1473,Wolfgang Erb,QUALITY3.34 ratings,Mathematics,75%,University of Hawaii at Manoa
1474,Peter Rowan,QUALITY2.87 ratings,Business,17%,University of Hawaii at Manoa
1475,Barbara Watanabe,QUALITY5.04 ratings,Psychology,100%,University of Hawaii at Manoa
1476,Ryan Zaporski,QUALITY5.01 ratings,Kinesiology,100%,University of Hawaii at Manoa
1477,Joseph Campos,QUALITY0.00 ratings,Social Science,N/A,University of Hawaii at Manoa
1478,Sue Haglund,QUALITY5.04 ratings,Ethnic Studies,100%,University of Hawaii at Manoa
1479,Anders Host-Madsen,QUALITY4.04 ratings,Engineering,50%,University of Hawaii at Manoa
1480,Miriam Stark,QUALITY4.335 ratings,Anthropology,85%,University of Hawaii at Manoa
1481,Lorey Takahashi,QUALITY3.812 ratings,Psychology,60%,University of Hawaii at Manoa
1482,Jenee Odani,QUALITY4.711 ratings,Agriculture,100%,University of Hawaii at Manoa
1483,Jason Levy,QUALITY0.00 ratings,Geography,N/A,University of Hawaii at Manoa
1484,Agaton Pasion,QUALITY5.04 ratings,Indo-Pacific Languages amp Literatures,100%,University of Hawaii at Manoa
1485,Eric Lauritzen,QUALITY4.07 ratings,English,72%,University of Hawaii at Manoa
1486,Joni Sasaki,QUALITY3.56 ratings,Psychology,73%,University of Hawaii at Manoa
1487,Brannon Basilio,QUALITY5.02 ratings,Mathematics,100%,University of Hawaii at Manoa
1488,Richard Chadwick,QUALITY5.02 ratings,Political Science,100%,University of Hawaii at Manoa
1489,Ashiyan Rahmani-Shirazi,QUALITY5.03 ratings,Communication,100%,University of Hawaii at Manoa
1490,Juvana Soliven,QUALITY0.00 ratings,Art History,N/A,University of Hawaii at Manoa
1491,Liulin Zhang,QUALITY3.01 ratings,East Asian Lang.  Literature,0%,University of Hawaii at Manoa
1492,Xi Yang,QUALITY4.01 ratings,American Studies,100%,University of Hawaii at Manoa
1493,Chung Eun Ha,QUALITY0.00 ratings,Health Science,N/A,University of Hawaii at Manoa
1494,Chris Bertlemann,QUALITY5.02 ratings,Psychology,100%,University of Hawaii at Manoa
1495,Claire Steele,QUALITY5.02 ratings,Hawaiian Studies,100%,University of Hawaii at Manoa
1496,Tristan Striker,QUALITY3.01 ratings,English,100%,University of Hawaii at Manoa
1497,Laci Gerhart Barley,QUALITY4.87 ratings,Biology,100%,University of Hawaii at Manoa
1498,Ian Nicolay,QUALITY2.01 ratings,Philosophy,50%,University of Hawaii at Manoa
1499,Malgorzata Citko,QUALITY4.01 ratings,Asian Studies,100%,University of Hawaii at Manoa
1500,Chiyeon Hwang,QUALITY5.02 ratings,Korean,100%,University of Hawaii at Manoa
1501,Y. Kuan,QUALITY4.01 ratings,Music,100%,University of Hawaii at Manoa
1502,Monica Esquivel,QUALITY5.01 ratings,Food Science,100%,University of Hawaii at Manoa
1503,Kelsey Amos,QUALITY5.01 ratings,English,100%,University of Hawaii at Manoa
1504,Elena Sedova,QUALITY0.00 ratings,Russian,N/A,University of Hawaii at Manoa
1505,Joshua Uipi,QUALITY4.73 ratings,American Studies,100%,University of Hawaii at Manoa
1506,Guy Smoot,QUALITY5.05 ratings,Classics,100%,University of Hawaii at Manoa
1507,erin centeio,QUALITY1.01 ratings,Kinesiology,67%,University of Hawaii at Manoa
1508,Dana Hauanio-Lore,QUALITY3.836 ratings,Business,84%,University of Hawaii at Manoa
1509,Benjamin Lukey,QUALITY4.64 ratings,Philosophy,100%,University of Hawaii at Manoa
1510,Christopher Manloloyo,QUALITY2.631 ratings,Engineering,52%,University of Hawaii at Manoa
1511,Jeehae Yoo,QUALITY5.01 ratings,Korean,100%,University of Hawaii at Manoa
1512,Rachel Hernandez,QUALITY0.00 ratings,Spanish,N/A,University of Hawaii at Manoa
1513,Jaime DeGuzman,QUALITY2.01 ratings,Social Work,0%,University of Hawaii at Manoa
1514,Oleksandr Markovichenko,QUALITY4.01 ratings,Mathematics,100%,University of Hawaii at Manoa
1515,Omar Bird,QUALITY5.01 ratings,Sociology,100%,University of Hawaii at Manoa
1516,Derek Kamigaki,QUALITY0.00 ratings,Theatre  Dance,N/A,University of Hawaii at Manoa
1517,Michael Schainfeld,QUALITY4.02 ratings,Philosophy,100%,University of Hawaii at Manoa
1518,Nysa Allen,QUALITY2.01 ratings,Kinesiology,0%,University of Hawaii at Manoa
1519,Hope Allen,QUALITY5.02 ratings,Kinesiology,100%,University of Hawaii at Manoa
1520,Guohui Zhang,QUALITY5.01 ratings,Engineering,100%,University of Hawaii at Manoa
1521,Rie Tada,QUALITY5.02 ratings,Japanese,100%,University of Hawaii at Manoa
1522,Jaeseong Lim,QUALITY4.73 ratings,Business,100%,University of Hawaii at Manoa
1523,Richard Taylor,QUALITY5.01 ratings,Communication,100%,University of Hawaii at Manoa
1524,Riddhi Shah,QUALITY5.02 ratings,Political Science,100%,University of Hawaii at Manoa
1525,Richard Rath,QUALITY0.00 ratings,Honors,N/A,University of Hawaii at Manoa
1526,Jeremy Wong,QUALITY5.01 ratings,Music,100%,University of Hawaii at Manoa
1527,Andrew Woodill,QUALITY0.00 ratings,Economics,N/A,University of Hawaii at Manoa
1528,Tim Wilkins,QUALITY3.213 ratings,Travel Industry,62%,University of Hawaii at Manoa
1529,Amanda Malave,QUALITY2.915 ratings,Marketing,40%,University of Hawaii at Manoa
1530,Boo Kyung Jung,QUALITY5.01 ratings,Korean,100%,University of Hawaii at Manoa
1531,Yunchuan Chen,QUALITY4.76 ratings,Japanese,100%,University of Hawaii at Manoa
1532,Hannah Tavares,QUALITY0.00 ratings,Education,100%,University of Hawaii at Manoa
1533,Ryan Henke,QUALITY5.01 ratings,Linguistics,100%,University of Hawaii at Manoa
1534,Gerard Fryer,QUALITY0.00 ratings,Geology,N/A,University of Hawaii at Manoa
1535,J Vera Lee,QUALITY3.33 ratings,English,67%,University of Hawaii at Manoa
1536,Keiko Fukunishi,QUALITY4.33 ratings,Academy for Creative Media,100%,University of Hawaii at Manoa
1537,John Gagnon,QUALITY4.73 ratings,English,100%,University of Hawaii at Manoa
1538,Theresa LeMoon,QUALITY0.00 ratings,Health Science,N/A,University of Hawaii at Manoa
1539,Jarrett Kam,QUALITY0.00 ratings,Asian Studies,N/A,University of Hawaii at Manoa
1540,Dean Nakasone ,QUALITY0.00 ratings,Travel Industry,N/A,University of Hawaii at Manoa
